,uid,reg_date,device,gender,country,age,Flag
4894,37153350.0,2015-06-02T00:00:00Z,iOS,F,USA,24,Control
4898,38244911.0,2018-03-17T00:00:00Z,iOS,F,FRA,16,Control
4899,31512415.0,2017-02-03T00:00:00Z,iOS,F,BRA,26,Control
4900,41271556.0,2017-05-03T00:00:00Z,and,F,USA,16,Control
4902,29690891.0,2016-04-18T00:00:00Z,and,M,BRA,16,Control
4905,22775948.0,2017-09-09T00:00:00Z,and,M,USA,18,Control
4914,89002676.0,2017-11-12T00:00:00Z,and,F,BRA,24,Control
4918,73535042.0,2017-11-08T00:00:00Z,and,F,BRA,23,Control
4919,97947416.0,2017-11-15T00:00:00Z,iOS,F,CAN,38,Control
4920,93985837.0,2017-08-10T00:00:00Z,and,F,USA,17,Control
4921,25492559.0,2017-09-10T00:00:00Z,and,M,FRA,25,Control
4922,20716154.0,2016-10-28T00:00:00Z,iOS,F,BRA,17,Control
4923,89630600.0,2017-07-22T00:00:00Z,iOS,F,USA,21,Control
4925,61633909.0,2016-03-29T00:00:00Z,iOS,F,TUR,17,Control
4926,74662481.0,2018-01-04T00:00:00Z,iOS,M,FRA,18,Control
4933,57456878.0,2018-03-14T00:00:00Z,iOS,M,USA,34,Control
4934,68728550.0,2015-03-28T00:00:00Z,iOS,M,DEU,32,Control
4935,80579691.0,2017-12-12T00:00:00Z,and,F,DEU,28,Control
4936,46525613.0,2017-07-17T00:00:00Z,iOS,F,USA,22,Control
4940,69721800.0,2018-01-03T00:00:00Z,and,F,DEU,17,Control
4942,64415364.0,2018-02-16T00:00:00Z,and,M,TUR,49,Control
4943,19416777.0,2017-12-15T00:00:00Z,and,M,USA,17,Control
4944,16217784.0,2017-11-03T00:00:00Z,iOS,M,TUR,30,Control
4947,53833561.0,2017-03-16T00:00:00Z,and,M,CAN,15,Control
4949,28634546.0,2017-10-17T00:00:00Z,iOS,F,USA,23,Control
4952,37308399.0,2017-07-23T00:00:00Z,and,F,USA,15,Control
4957,99128890.0,2015-09-20T00:00:00Z,and,F,DEU,15,Control
4960,52425437.0,2017-10-17T00:00:00Z,and,F,USA,15,Control
4961,90077733.0,2016-10-09T00:00:00Z,and,F,BRA,16,Control
4965,77530581.0,2016-02-27T00:00:00Z,iOS,M,DEU,50,Control
4969,58575196.0,2016-07-21T00:00:00Z,and,M,USA,23,Control
4972,11937288.0,2017-12-02T00:00:00Z,iOS,F,USA,40,Control
4974,17885326.0,2018-03-03T00:00:00Z,iOS,M,CAN,27,Control
4979,60408176.0,2017-03-21T00:00:00Z,and,F,TUR,19,Control
4980,67977551.0,2017-05-28T00:00:00Z,and,M,USA,20,Control
4983,74568741.0,2018-01-13T00:00:00Z,and,F,USA,33,Control
4984,39138803.0,2017-08-31T00:00:00Z,and,F,BRA,22,Control
4985,90224256.0,2017-12-24T00:00:00Z,and,M,DEU,26,Control
4988,13396820.0,2015-07-19T00:00:00Z,and,F,TUR,15,Control
4989,74309111.0,2017-07-20T00:00:00Z,iOS,F,TUR,16,Control
4990,65689131.0,2017-11-27T00:00:00Z,and,F,BRA,20,Control
4991,73373830.0,2017-08-27T00:00:00Z,and,M,USA,16,Control
4995,31138122.0,2017-09-07T00:00:00Z,and,M,DEU,45,Control
4997,62545534.0,2016-02-28T00:00:00Z,and,M,USA,41,Control
5001,34681676.0,2017-11-15T00:00:00Z,iOS,F,USA,16,Control
5006,39518289.0,2018-01-24T00:00:00Z,and,M,USA,33,Control
5009,11779164.0,2017-10-20T00:00:00Z,and,F,TUR,15,Control
5012,19016257.0,2015-11-06T00:00:00Z,iOS,F,FRA,18,Control
5018,94442099.0,2017-12-28T00:00:00Z,iOS,M,USA,15,Control
5019,50689447.0,2016-06-02T00:00:00Z,and,F,DEU,21,Control
5026,56970762.0,2017-07-30T00:00:00Z,and,F,USA,16,Control
5029,25062445.0,2017-06-20T00:00:00Z,and,F,USA,16,Control
5032,59874494.0,2016-03-02T00:00:00Z,iOS,M,CAN,15,Control
5033,28980206.0,2016-06-17T00:00:00Z,and,F,CAN,19,Control
5034,62726425.0,2018-02-11T00:00:00Z,and,M,FRA,15,Control
5035,25125442.0,2018-01-25T00:00:00Z,and,M,BRA,33,Control
5036,59035623.0,2018-01-06T00:00:00Z,and,M,TUR,26,Control
5038,55460697.0,2018-03-07T00:00:00Z,and,M,TUR,23,Control
5041,68454857.0,2017-09-18T00:00:00Z,iOS,F,DEU,24,Control
5051,89224564.0,2016-06-29T00:00:00Z,iOS,F,BRA,33,Control
5052,59991745.0,2018-02-12T00:00:00Z,and,F,USA,16,Control
5053,82958019.0,2018-01-19T00:00:00Z,iOS,M,FRA,25,Control
5060,53868839.0,2017-03-28T00:00:00Z,and,M,BRA,15,Control
5061,28014844.0,2017-11-28T00:00:00Z,iOS,M,CAN,32,Control
5062,78249319.0,2015-02-06T00:00:00Z,and,F,USA,19,Control
5063,89515095.0,2017-03-31T00:00:00Z,iOS,M,USA,28,Control
5064,98794207.0,2016-08-07T00:00:00Z,iOS,F,USA,23,Control
5067,66287039.0,2017-09-16T00:00:00Z,iOS,F,DEU,41,Control
5068,71876872.0,2017-12-14T00:00:00Z,iOS,M,TUR,18,Control
5073,94872234.0,2017-04-04T00:00:00Z,iOS,F,FRA,16,Control
5075,51241922.0,2018-01-04T00:00:00Z,iOS,M,BRA,40,Control
5078,74383258.0,2017-10-22T00:00:00Z,and,F,USA,15,Control
5081,88053156.0,2015-12-04T00:00:00Z,iOS,M,USA,28,Control
5084,95028497.0,2017-03-28T00:00:00Z,and,M,USA,19,Control
5085,69284182.0,2016-12-22T00:00:00Z,and,M,TUR,24,Control
5086,99255141.0,2016-02-19T00:00:00Z,and,M,BRA,30,Control
5087,59001931.0,2018-02-14T00:00:00Z,and,F,USA,20,Control
5091,50370546.0,2017-08-05T00:00:00Z,iOS,F,USA,46,Control
5095,72400000.0,2018-03-17T00:00:00Z,and,F,USA,28,Control
5097,88080007.0,2016-02-06T00:00:00Z,iOS,M,USA,16,Control
5100,66354674.0,2017-12-18T00:00:00Z,iOS,M,USA,16,Control
5101,60619869.0,2018-01-19T00:00:00Z,and,F,USA,15,Control
5106,93942516.0,2016-12-30T00:00:00Z,and,F,DEU,15,Control
5116,88408609.0,2017-03-18T00:00:00Z,iOS,F,USA,15,Control
5117,60772074.0,2016-03-13T00:00:00Z,and,M,TUR,26,Control
5120,70825725.0,2018-03-04T00:00:00Z,iOS,M,TUR,16,Control
5121,21053278.0,2017-06-27T00:00:00Z,and,M,USA,25,Control
5123,38078004.0,2017-05-13T00:00:00Z,iOS,F,TUR,21,Control
5124,11343443.0,2017-04-17T00:00:00Z,and,F,BRA,15,Control
5127,40429407.0,2016-02-01T00:00:00Z,and,F,DEU,19,Control
5134,90356415.0,2018-03-08T00:00:00Z,iOS,M,FRA,17,Control
5135,53948288.0,2016-12-10T00:00:00Z,iOS,M,BRA,26,Control
5138,64213088.0,2017-09-15T00:00:00Z,and,M,USA,23,Control
5139,63924520.0,2016-12-15T00:00:00Z,and,F,USA,27,Control
5141,72352012.0,2018-01-29T00:00:00Z,iOS,F,USA,16,Control
5145,71806871.0,2016-04-07T00:00:00Z,and,M,BRA,22,Control
5148,38988532.0,2017-10-03T00:00:00Z,and,M,USA,23,Control
5149,32022606.0,2017-10-12T00:00:00Z,and,F,BRA,18,Control
5152,68938964.0,2018-01-16T00:00:00Z,and,M,USA,33,Control
5155,64583781.0,2017-08-09T00:00:00Z,and,F,USA,17,Control
5157,32580431.0,2017-02-28T00:00:00Z,and,M,USA,28,Control
5159,93691338.0,2017-01-14T00:00:00Z,iOS,F,BRA,46,Control
5167,41412967.0,2018-01-16T00:00:00Z,and,M,USA,50,Control
5170,49162784.0,2017-06-15T00:00:00Z,and,M,BRA,30,Control
5171,51492378.0,2015-05-17T00:00:00Z,iOS,F,USA,16,Control
5172,59792001.0,2016-09-08T00:00:00Z,and,F,USA,17,Control
5173,31340943.0,2017-02-01T00:00:00Z,iOS,F,TUR,25,Control
5174,96377966.0,2015-11-07T00:00:00Z,and,M,BRA,17,Control
5176,16456357.0,2016-03-20T00:00:00Z,iOS,M,USA,21,Control
5182,91957785.0,2017-08-20T00:00:00Z,iOS,M,USA,15,Control
5183,47852712.0,2018-02-16T00:00:00Z,and,F,USA,17,Control
5184,92857193.0,2017-05-08T00:00:00Z,iOS,F,DEU,19,Control
5185,57851975.0,2017-01-31T00:00:00Z,iOS,M,DEU,29,Control
5190,16387203.0,2015-07-25T00:00:00Z,and,F,USA,16,Control
5191,71088365.0,2017-02-05T00:00:00Z,and,M,USA,39,Control
5192,34315673.0,2017-05-13T00:00:00Z,and,F,TUR,15,Control
5194,37187860.0,2016-11-10T00:00:00Z,iOS,F,BRA,26,Control
5196,77955797.0,2018-01-06T00:00:00Z,and,M,BRA,16,Control
5197,80524723.0,2016-10-06T00:00:00Z,and,M,USA,20,Control
5201,59799559.0,2017-06-24T00:00:00Z,iOS,M,USA,31,Control
5202,97388992.0,2018-02-27T00:00:00Z,iOS,F,BRA,27,Control
5204,71944436.0,2017-11-07T00:00:00Z,and,M,FRA,17,Control
5206,39286168.0,2018-02-20T00:00:00Z,iOS,F,USA,21,Control
5207,12554031.0,2018-01-07T00:00:00Z,and,M,BRA,16,Control
5208,68449006.0,2018-03-18T00:00:00Z,and,F,DEU,40,Control
5209,61621044.0,2016-03-25T00:00:00Z,and,F,BRA,15,Control
5211,49734844.0,2016-07-30T00:00:00Z,iOS,F,BRA,18,Control
5212,27331358.0,2017-05-26T00:00:00Z,iOS,F,BRA,19,Control
5218,87002260.0,2017-12-08T00:00:00Z,iOS,M,BRA,21,Control
5226,95839590.0,2016-06-25T00:00:00Z,iOS,F,USA,47,Control
5227,14386558.0,2018-02-08T00:00:00Z,and,F,USA,25,Control
5230,39450081.0,2017-09-22T00:00:00Z,iOS,M,FRA,17,Control
5232,24335620.0,2018-03-04T00:00:00Z,iOS,M,USA,49,Control
5233,61393399.0,2017-02-08T00:00:00Z,iOS,M,BRA,17,Control
5234,58487453.0,2017-01-05T00:00:00Z,iOS,F,DEU,25,Control
5239,82780517.0,2016-02-15T00:00:00Z,iOS,M,FRA,38,Control
5240,46230671.0,2017-12-07T00:00:00Z,and,F,FRA,33,Control
5245,32752141.0,2017-12-07T00:00:00Z,and,F,USA,19,Control
5247,85714627.0,2018-03-04T00:00:00Z,iOS,M,DEU,19,Control
5248,87388820.0,2017-07-29T00:00:00Z,and,M,TUR,21,Control
5251,29455787.0,2016-07-02T00:00:00Z,and,M,USA,23,Control
5258,90015071.0,2017-06-06T00:00:00Z,and,M,USA,20,Control
5260,30793896.0,2017-10-03T00:00:00Z,and,M,USA,32,Control
5263,34606760.0,2017-09-07T00:00:00Z,and,F,BRA,31,Control
5266,14878659.0,2018-02-08T00:00:00Z,and,M,DEU,15,Control
5267,51641816.0,2016-02-28T00:00:00Z,and,M,USA,16,Control
5268,96162001.0,2018-01-23T00:00:00Z,iOS,M,USA,18,Control
5272,70586978.0,2017-11-12T00:00:00Z,and,F,USA,27,Control
5273,38266508.0,2016-11-21T00:00:00Z,and,M,BRA,45,Control
5274,57176550.0,2017-02-05T00:00:00Z,and,M,DEU,17,Control
5278,32210494.0,2016-10-09T00:00:00Z,and,M,USA,15,Control
5280,16296330.0,2017-10-18T00:00:00Z,iOS,F,BRA,54,Control
5284,81160120.0,2018-01-03T00:00:00Z,and,M,FRA,37,Control
5285,44507765.0,2018-01-20T00:00:00Z,iOS,M,USA,30,Control
5290,90955317.0,2018-02-02T00:00:00Z,and,M,DEU,18,Control
5292,54489491.0,2017-11-20T00:00:00Z,and,F,TUR,29,Control
5293,41038992.0,2016-05-26T00:00:00Z,iOS,F,USA,16,Control
5298,35795014.0,2018-02-12T00:00:00Z,and,F,USA,18,Control
5306,66074075.0,2018-02-27T00:00:00Z,and,F,USA,20,Control
5307,58214396.0,2017-09-13T00:00:00Z,and,M,DEU,15,Control
5312,83573529.0,2016-09-20T00:00:00Z,and,M,BRA,16,Control
5313,22529382.0,2018-02-15T00:00:00Z,and,F,TUR,31,Control
5315,85632863.0,2018-01-07T00:00:00Z,iOS,F,DEU,26,Control
5317,58529328.0,2017-09-03T00:00:00Z,and,M,USA,15,Control
5318,50330684.0,2017-03-14T00:00:00Z,and,M,USA,20,Control
5320,91100697.0,2016-10-11T00:00:00Z,iOS,M,TUR,19,Control
5323,11787838.0,2017-02-18T00:00:00Z,iOS,M,TUR,24,Control
5324,99577532.0,2018-03-08T00:00:00Z,iOS,F,FRA,30,Control
5330,68781168.0,2016-10-17T00:00:00Z,iOS,F,CAN,32,Control
5331,73052973.0,2017-11-29T00:00:00Z,iOS,F,USA,15,Control
5335,59642705.0,2017-08-30T00:00:00Z,and,M,USA,19,Control
5336,97868018.0,2018-01-28T00:00:00Z,iOS,M,USA,23,Control
5337,76719447.0,2018-03-14T00:00:00Z,iOS,F,BRA,19,Control
5342,74749782.0,2017-10-15T00:00:00Z,iOS,M,USA,15,Control
5344,71344275.0,2018-02-01T00:00:00Z,iOS,M,TUR,16,Control
5345,44259040.0,2015-11-20T00:00:00Z,and,M,BRA,44,Control
5346,88009608.0,2016-12-12T00:00:00Z,iOS,F,BRA,33,Control
5347,32701622.0,2018-01-28T00:00:00Z,iOS,F,USA,22,Control
5350,88925411.0,2017-11-19T00:00:00Z,and,M,USA,25,Control
5351,58730150.0,2016-11-16T00:00:00Z,and,M,TUR,18,Control
5352,99873197.0,2017-08-05T00:00:00Z,and,F,USA,16,Control
5354,74192522.0,2017-10-19T00:00:00Z,and,F,USA,38,Control
5355,29276198.0,2016-06-04T00:00:00Z,iOS,F,TUR,20,Control
5358,34794501.0,2018-01-29T00:00:00Z,and,F,USA,21,Control
5359,51975030.0,2018-03-14T00:00:00Z,iOS,F,BRA,35,Control
5360,49755329.0,2018-01-08T00:00:00Z,iOS,M,BRA,29,Control
5363,66093587.0,2017-07-09T00:00:00Z,and,M,CAN,17,Control
5364,38245704.0,2016-04-24T00:00:00Z,iOS,F,BRA,18,Control
5368,64687994.0,2017-11-20T00:00:00Z,and,F,TUR,21,Control
5370,46351612.0,2016-10-17T00:00:00Z,iOS,F,USA,24,Control
5376,93339481.0,2018-02-21T00:00:00Z,iOS,M,USA,20,Control
5382,36620317.0,2017-11-23T00:00:00Z,and,M,USA,20,Control
5383,71463366.0,2017-08-02T00:00:00Z,and,F,BRA,22,Control
5389,51849397.0,2017-09-09T00:00:00Z,iOS,F,TUR,17,Control
5392,62088107.0,2016-02-05T00:00:00Z,and,F,BRA,25,Control
5393,84513686.0,2016-01-19T00:00:00Z,iOS,M,CAN,15,Control
5394,18531271.0,2018-02-19T00:00:00Z,and,F,USA,24,Control
5398,12856008.0,2016-03-18T00:00:00Z,and,M,USA,35,Control
5399,65345795.0,2017-03-31T00:00:00Z,and,F,TUR,22,Control
5401,85964538.0,2017-11-29T00:00:00Z,and,F,USA,17,Control
5402,44095954.0,2017-12-12T00:00:00Z,iOS,M,BRA,15,Control
5405,17487676.0,2018-02-10T00:00:00Z,iOS,M,BRA,18,Control
5406,72422394.0,2016-10-11T00:00:00Z,and,M,BRA,19,Control
5408,35631690.0,2017-03-31T00:00:00Z,and,F,CAN,25,Control
5409,60715148.0,2015-06-29T00:00:00Z,iOS,M,FRA,31,Control
5411,58892359.0,2017-02-01T00:00:00Z,iOS,F,FRA,23,Control
5413,83325552.0,2016-06-14T00:00:00Z,and,M,USA,21,Control
5418,72356465.0,2017-01-09T00:00:00Z,and,M,USA,15,Control
5421,71212930.0,2016-10-27T00:00:00Z,and,F,BRA,16,Control
5422,72204474.0,2017-03-08T00:00:00Z,and,M,FRA,16,Control
5424,77323998.0,2016-10-04T00:00:00Z,iOS,F,USA,43,Control
5428,51981482.0,2018-01-21T00:00:00Z,iOS,F,TUR,31,Control
5430,21399384.0,2016-12-02T00:00:00Z,and,M,CAN,23,Control
5437,64201314.0,2017-07-14T00:00:00Z,and,F,CAN,26,Control
5438,61888511.0,2017-07-03T00:00:00Z,iOS,F,USA,15,Control
5440,90998851.0,2017-08-25T00:00:00Z,and,M,BRA,51,Control
5444,19014883.0,2016-12-08T00:00:00Z,and,F,USA,21,Control
5446,60071570.0,2016-11-27T00:00:00Z,and,F,BRA,25,Control
5455,47598494.0,2016-10-19T00:00:00Z,and,M,USA,31,Control
5456,92263253.0,2017-11-08T00:00:00Z,iOS,M,USA,35,Control
5458,21636862.0,2016-01-09T00:00:00Z,and,M,BRA,19,Control
5461,43851162.0,2017-12-18T00:00:00Z,iOS,M,BRA,40,Control
5463,90283119.0,2017-08-03T00:00:00Z,iOS,M,USA,28,Control
5464,45771231.0,2016-12-10T00:00:00Z,and,F,USA,24,Control
5465,72185077.0,2018-02-21T00:00:00Z,iOS,F,BRA,16,Control
5469,62817728.0,2017-04-27T00:00:00Z,iOS,M,TUR,24,Control
5472,12117807.0,2016-05-27T00:00:00Z,iOS,F,DEU,15,Control
5473,41572600.0,2015-08-30T00:00:00Z,and,M,FRA,16,Control
5474,67548461.0,2017-12-22T00:00:00Z,iOS,M,DEU,17,Control
5477,32997318.0,2016-07-13T00:00:00Z,iOS,F,BRA,42,Control
5485,44965882.0,2017-09-18T00:00:00Z,iOS,M,TUR,23,Control
5487,91112281.0,2018-02-08T00:00:00Z,iOS,M,USA,21,Control
5488,65524766.0,2018-02-04T00:00:00Z,and,M,BRA,31,Control
5489,60897219.0,2017-04-14T00:00:00Z,and,F,BRA,22,Control
5492,23506404.0,2016-12-01T00:00:00Z,iOS,F,DEU,26,Control
5496,24765727.0,2018-02-17T00:00:00Z,and,F,TUR,16,Control
5502,80065648.0,2016-06-24T00:00:00Z,and,F,TUR,19,Control
5503,87753043.0,2017-09-04T00:00:00Z,iOS,F,DEU,21,Control
5507,27485645.0,2017-11-06T00:00:00Z,and,M,FRA,45,Control
5509,35489549.0,2018-01-13T00:00:00Z,iOS,F,USA,17,Control
5510,87668987.0,2016-01-14T00:00:00Z,and,M,TUR,22,Control
5511,45944661.0,2018-02-26T00:00:00Z,and,F,DEU,15,Control
5517,99950412.0,2017-12-23T00:00:00Z,and,F,USA,32,Control
5518,34152706.0,2017-07-15T00:00:00Z,and,M,USA,31,Control
5521,58579823.0,2017-07-21T00:00:00Z,iOS,M,USA,29,Control
5523,46316346.0,2018-03-11T00:00:00Z,and,M,USA,16,Control
5524,35486867.0,2017-08-01T00:00:00Z,iOS,F,FRA,15,Control
5526,91546213.0,2018-03-02T00:00:00Z,iOS,F,TUR,17,Control
5527,17134166.0,2017-01-29T00:00:00Z,iOS,M,USA,18,Control
5528,28822094.0,2017-11-09T00:00:00Z,iOS,F,BRA,36,Control
5529,48511432.0,2016-09-16T00:00:00Z,and,F,BRA,19,Control
5533,42377576.0,2017-03-17T00:00:00Z,and,M,FRA,24,Control
5534,13935437.0,2017-10-27T00:00:00Z,iOS,F,BRA,18,Control
5541,24944540.0,2017-12-17T00:00:00Z,and,F,USA,16,Control
5544,97834431.0,2016-06-30T00:00:00Z,iOS,F,USA,25,Control
5545,77081567.0,2017-10-20T00:00:00Z,iOS,F,USA,18,Control
5546,80099052.0,2017-09-13T00:00:00Z,iOS,M,USA,16,Control
5547,90507472.0,2017-12-19T00:00:00Z,iOS,F,USA,19,Control
5553,74412566.0,2017-06-17T00:00:00Z,and,M,CAN,20,Control
5556,87342286.0,2017-09-10T00:00:00Z,and,M,CAN,16,Control
5569,51799187.0,2016-09-08T00:00:00Z,iOS,F,BRA,21,Control
5572,30887768.0,2016-12-26T00:00:00Z,and,F,FRA,23,Control
5575,35359062.0,2016-12-20T00:00:00Z,iOS,F,USA,15,Control
5577,70525575.0,2018-02-11T00:00:00Z,and,M,BRA,16,Control
5580,48371280.0,2017-10-22T00:00:00Z,and,M,USA,15,Control
5581,56705843.0,2017-05-07T00:00:00Z,and,F,TUR,21,Control
5582,98681867.0,2018-03-15T00:00:00Z,and,F,BRA,38,Control
5583,32925878.0,2018-02-02T00:00:00Z,and,F,USA,23,Control
5584,12815409.0,2017-07-26T00:00:00Z,iOS,M,TUR,27,Control
5585,37566595.0,2015-07-09T00:00:00Z,iOS,M,BRA,22,Control
5591,34659704.0,2016-12-14T00:00:00Z,iOS,F,USA,15,Control
5592,89270973.0,2015-07-05T00:00:00Z,and,M,USA,15,Control
5594,27762429.0,2016-08-08T00:00:00Z,and,M,BRA,31,Control
5596,32645066.0,2018-01-11T00:00:00Z,iOS,M,USA,21,Control
5597,22075578.0,2017-05-20T00:00:00Z,iOS,M,DEU,41,Control
5599,17369914.0,2018-03-01T00:00:00Z,and,M,DEU,23,Control
5601,84443337.0,2016-01-26T00:00:00Z,iOS,F,BRA,16,Control
5603,29189479.0,2018-01-24T00:00:00Z,and,M,CAN,20,Control
5604,67066842.0,2017-02-28T00:00:00Z,and,M,BRA,25,Control
5606,44264511.0,2016-04-30T00:00:00Z,iOS,M,BRA,18,Control
5607,94550598.0,2018-01-20T00:00:00Z,and,F,USA,18,Control
5613,21246228.0,2018-02-20T00:00:00Z,and,F,USA,23,Control
5620,35715222.0,2017-07-16T00:00:00Z,iOS,M,BRA,40,Control
5621,13051658.0,2016-07-21T00:00:00Z,iOS,M,BRA,26,Control
5625,36104405.0,2017-06-27T00:00:00Z,iOS,F,USA,24,Control
5628,64077483.0,2017-11-13T00:00:00Z,and,M,USA,28,Control
5629,98463961.0,2017-05-31T00:00:00Z,iOS,M,USA,18,Control
5636,60020476.0,2017-01-10T00:00:00Z,iOS,F,USA,18,Control
5637,27501425.0,2018-02-14T00:00:00Z,iOS,M,CAN,38,Control
5640,33682449.0,2017-12-17T00:00:00Z,iOS,F,USA,16,Control
5641,17184673.0,2017-11-10T00:00:00Z,and,F,USA,20,Control
5644,75962817.0,2017-07-24T00:00:00Z,and,F,USA,25,Control
5646,96323052.0,2016-05-31T00:00:00Z,and,F,USA,49,Control
5653,56096719.0,2016-12-28T00:00:00Z,iOS,M,CAN,16,Control
5657,71288114.0,2017-03-23T00:00:00Z,iOS,F,USA,15,Control
5658,86285411.0,2018-02-21T00:00:00Z,iOS,M,TUR,22,Control
5662,57669438.0,2018-02-12T00:00:00Z,and,M,CAN,20,Control
5664,31619746.0,2017-08-25T00:00:00Z,and,M,FRA,25,Control
5671,69812477.0,2015-12-11T00:00:00Z,and,F,BRA,20,Control
5673,77689315.0,2017-07-15T00:00:00Z,iOS,F,BRA,30,Control
5675,14401597.0,2016-12-16T00:00:00Z,iOS,M,USA,20,Control
5676,66354034.0,2017-11-18T00:00:00Z,and,F,BRA,16,Control
5677,72361389.0,2017-08-24T00:00:00Z,iOS,M,USA,24,Control
5686,42726177.0,2018-03-03T00:00:00Z,iOS,F,USA,34,Control
5692,25505594.0,2018-03-17T00:00:00Z,iOS,M,BRA,19,Control
5696,46389330.0,2017-08-09T00:00:00Z,iOS,M,USA,31,Control
5697,55405893.0,2017-04-26T00:00:00Z,and,M,BRA,26,Control
5700,16155598.0,2016-11-29T00:00:00Z,and,M,FRA,17,Control
5701,19202166.0,2016-05-31T00:00:00Z,and,F,USA,45,Control
5702,55667065.0,2017-06-06T00:00:00Z,iOS,F,DEU,22,Control
5703,55935247.0,2017-06-23T00:00:00Z,and,F,BRA,29,Control
5706,32394582.0,2017-12-16T00:00:00Z,iOS,F,DEU,18,Control
5707,55140555.0,2018-03-13T00:00:00Z,iOS,M,FRA,15,Control
5709,51500888.0,2017-07-23T00:00:00Z,iOS,F,USA,26,Control
5711,64148044.0,2017-10-28T00:00:00Z,iOS,M,USA,22,Control
5720,43730974.0,2017-01-22T00:00:00Z,and,F,BRA,20,Control
5723,85533718.0,2017-10-12T00:00:00Z,and,M,BRA,57,Control
5727,43970284.0,2016-09-24T00:00:00Z,iOS,M,FRA,55,Control
5729,20440524.0,2017-12-28T00:00:00Z,and,F,BRA,15,Control
5733,40810736.0,2017-04-22T00:00:00Z,and,F,BRA,17,Control
5734,36103607.0,2016-03-05T00:00:00Z,and,F,BRA,15,Control
5738,52032948.0,2017-08-04T00:00:00Z,iOS,F,CAN,41,Control
5739,40984220.0,2016-08-03T00:00:00Z,iOS,M,USA,20,Control
5742,32893309.0,2017-01-26T00:00:00Z,iOS,M,BRA,24,Control
5743,79130326.0,2016-11-19T00:00:00Z,and,M,USA,24,Control
5744,97944146.0,2018-02-09T00:00:00Z,and,M,USA,18,Control
5749,18262461.0,2017-09-29T00:00:00Z,iOS,M,USA,25,Control
5750,74704634.0,2017-05-25T00:00:00Z,iOS,F,USA,26,Control
5757,55378555.0,2016-08-30T00:00:00Z,and,F,BRA,18,Control
5761,30260042.0,2018-01-18T00:00:00Z,and,F,TUR,43,Control
5762,66997180.0,2018-01-16T00:00:00Z,iOS,M,USA,20,Control
5763,79689437.0,2017-09-27T00:00:00Z,and,F,TUR,19,Control
5764,98628596.0,2017-12-11T00:00:00Z,and,F,BRA,22,Control
5765,43776145.0,2018-03-15T00:00:00Z,and,F,BRA,25,Control
5766,86014792.0,2017-02-03T00:00:00Z,iOS,M,FRA,16,Control
5769,49356409.0,2016-11-08T00:00:00Z,iOS,M,USA,25,Control
5772,87479771.0,2017-07-29T00:00:00Z,and,M,USA,25,Control
5774,24623791.0,2016-11-01T00:00:00Z,and,M,BRA,22,Control
5777,47336431.0,2017-09-09T00:00:00Z,and,M,DEU,19,Control
5791,11338553.0,2016-12-16T00:00:00Z,and,M,USA,26,Control
5793,77720668.0,2016-09-10T00:00:00Z,and,M,USA,30,Control
5797,32102837.0,2017-11-10T00:00:00Z,iOS,F,BRA,28,Control
5799,54920378.0,2016-08-27T00:00:00Z,iOS,M,USA,20,Control
5801,74410112.0,2015-07-31T00:00:00Z,iOS,M,BRA,42,Control
5802,51286877.0,2017-02-21T00:00:00Z,iOS,M,TUR,28,Control
5808,45503449.0,2017-03-07T00:00:00Z,iOS,F,CAN,23,Control
5810,95136437.0,2017-04-01T00:00:00Z,iOS,F,BRA,16,Control
5811,29020754.0,2017-01-01T00:00:00Z,iOS,F,TUR,18,Control
5813,75102903.0,2017-01-23T00:00:00Z,and,F,USA,20,Control
5815,49767998.0,2017-08-06T00:00:00Z,and,M,DEU,24,Control
5817,90837925.0,2017-11-03T00:00:00Z,and,M,FRA,15,Control
5821,72346896.0,2017-10-31T00:00:00Z,and,M,BRA,15,Control
5822,75168442.0,2017-07-21T00:00:00Z,iOS,M,USA,15,Control
5824,39372806.0,2018-03-18T00:00:00Z,and,F,BRA,20,Control
5826,90604828.0,2018-02-07T00:00:00Z,and,F,BRA,35,Control
5829,22721731.0,2017-11-02T00:00:00Z,iOS,F,FRA,38,Control
5831,98752420.0,2016-07-08T00:00:00Z,and,F,BRA,26,Control
5833,29339906.0,2018-03-10T00:00:00Z,and,M,USA,42,Control
5834,95287763.0,2018-01-26T00:00:00Z,and,F,CAN,33,Control
5838,22500921.0,2018-02-12T00:00:00Z,iOS,M,USA,24,Control
5845,30582736.0,2017-07-23T00:00:00Z,iOS,F,USA,15,Control
5853,92861166.0,2017-11-06T00:00:00Z,and,F,USA,19,Control
5860,97582455.0,2016-04-04T00:00:00Z,and,F,USA,44,Control
5862,85636331.0,2018-02-24T00:00:00Z,iOS,F,USA,21,Control
5863,18856959.0,2016-04-28T00:00:00Z,iOS,M,USA,15,Control
5865,17410019.0,2018-03-06T00:00:00Z,iOS,M,FRA,18,Control
5866,78330557.0,2018-02-09T00:00:00Z,iOS,M,USA,26,Control
5873,67933653.0,2018-01-30T00:00:00Z,iOS,F,BRA,20,Control
5874,38558598.0,2016-06-09T00:00:00Z,and,F,USA,27,Control
5878,54612171.0,2017-09-15T00:00:00Z,and,M,BRA,22,Control
5882,42854020.0,2016-05-28T00:00:00Z,iOS,F,DEU,27,Control
5884,50924254.0,2017-09-02T00:00:00Z,and,M,USA,49,Control
